電影中文名稱,電影英文名稱,類型,國家,上映年份,導演,演員,Hami詳細頁Url,hami_rating,hami_duration,imdb_id,rt_tomatometer,rt_audience_score,douban_rating,imdb_rating,metacritic_rating,rt_tomatometer_omdb
殖民地,COLONIALS,科幻,美加,2023,"喬布蘭, 安德魯布列克","格雷格克里克, 丹尼爾羅布克, 西恩凱南",https://hamivideo.hinet.net/product/225308.do?cs=2,1.0,80分鐘,tt14860210,NoRating,43%,5.7,6.0,NoRating,
學姊是男孩劇場版：雨後天晴,Senpai is an Otokonoko Movie: Sunshine After the Rain,動畫,日本,2025,柳伸亮,"梅田修一朗, 關根明良, 內田雄馬",https://hamivideo.hinet.net/product/311820.do?cs=2,4.1,83分鐘,tt33507588,NoRating,NoRating,NoRating,7.3,NoRating,
七夜怪談0：貞相大白,Ringu 0,驚悚,日本,2000,鶴田法男,"仲間由紀惠, 田邊誠一, 麻生久美子",https://hamivideo.hinet.net/product/92312.do?cs=2,4.0,98分鐘,tt0235712,NoRating,62%,6.8,5.9,NoRating,
我們形影不離,My Everything,劇情,法國,2024,安妮蘇菲巴伊,"羅蕾卡拉米, 查爾斯佩西亞加萊托, 茱莉弗羅格, 吉爾特范蘭波伯格",https://hamivideo.hinet.net/product/300346.do?cs=2,4.6,94分鐘,tt21993128,NoRating,NoRating,NoRating,6.3,NoRating,
冠軍之心,Heart of Champions,劇情,美加,2018,邁克爾梅勒,"麥可夏儂, 亞歷山大路德韋格, 查爾斯梅爾頓, 大衛詹姆士埃利奧特",https://hamivideo.hinet.net/product/259036.do?cs=2,3.8,119分鐘,tt10314548,31%,71%,NoRating,6.1,NoRating,
微愛之漸入佳境,Love on the Cloud,愛情,其他,2014,顧長衛,"楊穎, 陳赫, 張魯一",https://hamivideo.hinet.net/product/206098.do?cs=2,3.8,98分鐘,tt4242844,NoRating,71%,4.5,4.0,NoRating,
1956：密室檔案,Vault,劇情,歐洲,2018,彼得勃根地,"佐爾特安格爾, 彼得薛瑞爾, 班斯塔斯納迪",https://hamivideo.hinet.net/product/272584.do?cs=2,4.0,74分鐘,tt6838918,58%,52%,5.5,5.5,NoRating,
瑜珈怨,The Cursed Lesson,驚悚,韓國,2021,全載宏,"李採煐, 崔喆淏, 曹廷旼, 簡美妍",https://hamivideo.hinet.net/product/143791.do?cs=2,3.5,93分鐘,tt13478812,NoRating,NoRating,4.4,4.7,NoRating,
愛的背叛,Betrayed By Love,劇情,美加,2024,瑪拉索科洛芙,"莎拉巴爾, 安德魯富茨, 馬爾克赫爾曼",https://hamivideo.hinet.net/product/317686.do?cs=2,3.0,85分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
「亡」情巴黎,Her Deadly Night In Paris,驚悚,美加,2023,蓮恩雪弗特畢曉普,"席佛拉祖克曼, 勞倫莫雷爾",https://hamivideo.hinet.net/product/293373.do?cs=2,3.7,87分鐘,tt28621075,NoRating,NoRating,NoRating,4.8,NoRating,
愛情遺跡,Luxor,劇情,歐洲,2021,瑟娜杜拉,"安德麗亞瑞斯波羅格, 卡里姆沙雷",https://hamivideo.hinet.net/product/163695.do?cs=2,3.0,85分鐘,tt10039524,91%,36%,5.8,5.3,69/100,
戰火狂愛,Our Men,劇情,法國,2021,瑞秋朗,"路易卡瑞, 卡蜜兒克汀, 伊娜瑪莉亞巴塔特, 亞歷山大庫茲涅佐夫",https://hamivideo.hinet.net/product/195819.do?cs=2,4.5,107分鐘,tt9348908,NoRating,NoRating,NoRating,5.6,NoRating,
天堂地獄走一回,Infernal,劇情,歐洲,2018,艾瑪庫格勒,"娜塔莎瑪芝瑞克, 馬爾科曼迪奇",https://hamivideo.hinet.net/product/278776.do?cs=2,2.3,94分鐘,tt28710370,94%,95%,NoRating,7.3,NoRating,
沒有網路的一天,A Night Without the Internet,劇情,台灣,2020,葉宗軒,"王可元, 黃冠智, 許珊綺",https://hamivideo.hinet.net/product/303682.do?cs=2,2.8,16分鐘,,NoRating,100%,NoRating,NoRating,NoRating,
魅舞,Ghost Dance,劇情,台灣,2024,王理逵,李淑芳,https://hamivideo.hinet.net/product/276814.do?cs=2,4.2,93分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
救援生死線,Kadaram Kondan,動作,印度,2021,拉傑希M塞爾瓦,"維克拉姆, 阿克沙拉哈桑, 阿比哈桑, 莉娜",https://hamivideo.hinet.net/product/149600.do?cs=2,3.6,119分鐘,tt9663896,NoRating,NoRating,6.1,6.1,47/100,
當愛未成往事,Submergence,愛情,美加,2018,文溫德斯,"詹姆斯麥艾維, 艾莉西亞維坎德",https://hamivideo.hinet.net/product/154150.do?cs=2,3.9,111分鐘,tt3563262,22%,31%,6.2,5.4,38/100,
夜行巴黎,Night Ride,劇情,法國,2021,弗雷德法魯奇,"霍光, 卡麥莉亞裘丹娜",https://hamivideo.hinet.net/product/157173.do?cs=2,3.3,95分鐘,tt9262952,86%,96%,NoRating,6.4,NoRating,
致命佈局,A Deadly Deed,驚悚,美加,2021,安德魯勞倫斯,"喬伊羅倫斯, 馬修勞倫斯, 珍妮佛泰勒, 勞勃戴維",https://hamivideo.hinet.net/product/187928.do?cs=2,3.7,90分鐘,tt13943040,NoRating,NoRating,3.3,5.6,NoRating,
鬼選美,100days,驚悚,泰國,2022,頌猜勒克諾伊,"蓬提普迪馬克, 頌猜勒克諾伊, 阿南瑟馬通",https://hamivideo.hinet.net/product/320115.do?cs=2,2.3,87分鐘,tt15006536,100%,91%,NoRating,NoRating,NoRating,
靈魂刺殺令,Assassin,動作,美加,2023,傑西阿特拉斯,"布魯斯威利, 安迪艾洛, 諾查莫瑪芭塔, 多明尼克柏塞爾, 穆斯塔法沙基爾, 費爾南達安德拉德, 昆凌",https://hamivideo.hinet.net/product/278770.do?cs=2,2.6,87分鐘,tt14555174,66%,92%,3.7,3.3,NoRating,
怪獸獵人,Monster Hunter,科幻,其他,2020,王昊,"書亞信, 馬栗, 王群石",https://hamivideo.hinet.net/product/167890.do?cs=2,3.0,77分鐘,,NoRating,40%,NoRating,NoRating,NoRating,
末日風暴,End of the World,驚悚,美加,2018,馬克米利安埃爾費特,"潔卡索斯, 約瑟夫哈里斯, 伊凡詹姆斯亨德森, 潔奎琳西斯洛夫斯基",https://hamivideo.hinet.net/product/119875.do?cs=2,2.3,84分鐘,tt9341628,NoRating,NoRating,3.3,2.8,NoRating,
再婚練習生,Remarriage Skills,喜劇,韓國,2024,大衛趙,"林元熙, 金康鉉, 朴海嬪娜",https://hamivideo.hinet.net/product/298620.do?cs=2,2.0,81分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
最萌身高差,Min &ampampampamp Max,劇情,其他,2016,馬侃,"高以翔, 王水林, 九孔, 阿喜, 馬國畢",https://hamivideo.hinet.net/product/48384.do?cs=2,3.3,92分鐘,tt6446772,NoRating,56%,3.8,5.6,NoRating,
西部殺陣,The Last Son,動作,美加,2021,提姆蘇頓,"山姆沃辛頓, 寇森貝克, 湯瑪斯傑恩, 海瑟葛拉罕, 艾蜜莉瑪麗帕爾默",https://hamivideo.hinet.net/product/181869.do?cs=2,4.0,98分鐘,tt1800393,9%,44%,5.3,4.9,NoRating,
一個好爸爸,Run Papa Run,家庭,香港,2008,張艾嘉,"古天樂, 劉若英",https://hamivideo.hinet.net/product/122732.do?cs=2,4.0,114分鐘,tt1196714,NoRating,59%,7.1,6.3,NoRating,
追緝：博帕爾連環殺人事件,Mimamsa,劇情,印度,2022,蓋根普利,"絲瓦拉巴斯卡, 阿爾潘德夫, 布里傑達拉卡拉",https://hamivideo.hinet.net/product/263024.do?cs=2,3.0,114分鐘,tt21857112,NoRating,NoRating,NoRating,3.2,NoRating,
死靈驅魔師,Kaashmora,喜劇,印度,2016,Gokul,"Karthi, Nayanthara, SriDivya, Vivek",https://hamivideo.hinet.net/product/76628.do?cs=2,4.1,161分鐘,,NoRating,NoRating,7.5,NoRating,NoRating,
新大頭兒子和小頭爸爸5：我的外星朋友,New Happy Dad and Son 5：My Alive Friends,動畫,其他,2022,"何澄, 劉可欣","鞠萍, 董浩, 劉純燕, 紅果果, 陳怡, 馬凡舒",https://hamivideo.hinet.net/product/263049.do?cs=2,3.2,81分鐘,,NoRating,NoRating,5.6,NoRating,NoRating,
台北之晨 ╳ 持攝影機的男人 全新配樂版,A Morning in Taipei ╳ The Man Who Has a Camera,紀錄片,台灣,2020,"白景瑞, 劉吶鷗",,https://hamivideo.hinet.net/product/250590.do?cs=2,3.8,114分鐘,,NoRating,79%,NoRating,NoRating,NoRating,
搖滾師匠：細野晴臣,No Smoking,紀錄片,日本,2020,佐渡岳利,"細野晴臣, 坂本龍一, 高橋幸宏, 星野源, 水原希子, 水原佑果, 宮澤理惠",https://hamivideo.hinet.net/product/143314.do?cs=2,4.6,95分鐘,tt11160268,50%,71%,8.2,7.2,NoRating,
世界上的另一個你,SAME KIND OF DIFFERENT AS ME,劇情,美加,2017,邁克爾卡尼,"葛雷肯尼爾, 芮妮齊薇格, 吉蒙韓蘇",https://hamivideo.hinet.net/product/324918.do?cs=2,2.5,119分鐘,,44%,84%,7,NoRating,NoRating,
心驚膽跳,The Caution Ultimate,驚悚,美加,2020,傑夫辛納薩克,"傑夫辛納薩克, 亞當克朗翰姆, 艾莉莎懷特, 里斯普斯萊",https://hamivideo.hinet.net/product/288007.do?cs=2,3.0,103分鐘,,81%,NoRating,NoRating,NoRating,NoRating,
我的G本教義,Minyan,劇情,美加,2020,艾瑞克史蒂爾,"山繆爾H.雷文, 艾力克斯赫特, 朗瑞夫金, 克里斯多佛麥肯, 馬克馬爾格里斯",https://hamivideo.hinet.net/product/251688.do?cs=2,4.4,118分鐘,tt10268550,17%,67%,6.6,6.5,68/100,
天使情緣,The Asian Angel,劇情,日本,2021,石井裕也,"池松壯亮, 崔嬉序, 小田切讓, 金珉才, 金藝銀, 佐藤凌",https://hamivideo.hinet.net/product/205786.do?cs=2,3.7,128分鐘,tt14059304,100%,NoRating,6.1,5.9,NoRating,
奇蹟小雨燕(國語),Manou the Swift Chinese,動畫,德國,2019,"克里斯帝安哈斯, 安德烈布洛克",,https://hamivideo.hinet.net/product/102524.do?cs=2,4.7,88分鐘,tt4153828,14%,65%,6.2,5.4,NoRating,
當地球停止轉動,The Day the Earth Stood Still,經典電影,美加,1951,羅伯特懷斯,"帕翠夏尼爾, 邁克爾雷尼",https://hamivideo.hinet.net/product/209135.do?cs=2,4.0,91分鐘,tt0970416,99%,95%,5.8,5.5,40/100,
十萬火急(邵氏經典),LIFELINE,經典電影,香港,1996,杜琪峰,"劉青雲, 李若彤, 方中信",https://hamivideo.hinet.net/product/168546.do?cs=2,4.3,108分鐘,tt14953216,NoRating,NoRating,NoRating,NoRating,NoRating,
70 80 90,70 80 90,劇情,其他,2016,"林伊琦, 鄧鑒泉, 陳木川","宋智孝, 吳克群, 陳銳, 溫碧霞",https://hamivideo.hinet.net/product/309490.do?cs=2,2.0,86分鐘,,NoRating,NoRating,3.1,NoRating,NoRating,
紅菱豔(經典數位修復),The Red Shoes,經典電影,英國,1948,"邁克爾鮑威爾, 艾默利普萊斯柏格","安東沃爾布魯克, 馬里烏斯戈林, 莫伊拉希勒",https://hamivideo.hinet.net/product/147647.do?cs=2,4.2,132分鐘,tt14702174,98%,91%,NoRating,NoRating,NoRating,
瘋狂競賽片,Official Competition,喜劇,西班牙,2022,"馬利安諾柯恩, 加斯頓杜帕拉特","潘妮洛普克魯茲, 安東尼奧班德拉斯, 奧斯卡馬丁尼茲",https://hamivideo.hinet.net/product/196417.do?cs=2,3.8,114分鐘,tt11700260,96%,78%,7.1,7.0,79/100,
党良家之味,The Taste of Dang-Liang’s Family,家庭,台灣,2015,林子平,"龍劭華, 林美照",https://hamivideo.hinet.net/product/242828.do?cs=2,5.0,84分鐘,,97%,93%,NoRating,NoRating,NoRating,
森林王子,The Jungle Book,經典電影,美加,1960,沃夫岡·雷瑟曼,菲爾·哈里斯,https://hamivideo.hinet.net/product/97809.do?cs=2,4.8,78分鐘,tt0110213,94%,86%,7.4,6.1,63/100,
Re：Born 重生之鬼,Re:Born,動作,日本,2018,下村勇二,"坂口拓, 齋藤工, 篠田麻里子, 大塚明夫",https://hamivideo.hinet.net/product/321993.do?cs=2,4.1,100分鐘,tt5678110,NoRating,67%,6.3,6.0,NoRating,
不光是露營所以很忙,Be My Luck Honey,喜劇,歐洲,2023,山繆斯皮薩克,"米凱拉科貝約娃, 伊凡法蘭克, 艾達哈伊達, 馬爾科伊貢達, 莉安娜斯克萊尼奇科娃, 雅各斯塔菲克",https://hamivideo.hinet.net/product/247333.do?cs=2,4.0,100分鐘,tt28140817,NoRating,NoRating,NoRating,NoRating,NoRating,
地球戰疫,After the Pandemic,科幻,美加,2022,理查德勞瑞,"伊芙詹姆斯, 坎儂史密斯, 萊琳麥克",https://hamivideo.hinet.net/product/206146.do?cs=2,2.6,83分鐘,tt12774526,NoRating,19%,3.5,3.5,NoRating,
晴空血戰史,Twelve OClock High,經典電影,美加,1949,亨利金(HenryKing)【老人與海】,"葛雷哥萊畢克(GregoryPeck)【恐怖角】, 休馬洛威(HughMarlowe)【地球對抗外星人】, 加里梅里爾(GaryMerrill)【彗星美人】",https://hamivideo.hinet.net/product/74281.do?cs=2,3.2,132分鐘,tt0041996,96%,86%,7.5,7.7,NoRating,
曼谷鬥犬,Bangkok Dog,動作,泰國,2024,查雅蘇潘娜拉特,"D.Y.Sao, 布萊恩勒, 羅恩斯穆安伯格, 貝爾威廉斯, 沙哈雅克波斯安基特",https://hamivideo.hinet.net/product/279218.do?cs=2,4.6,88分鐘,tt32368033,NoRating,NoRating,4.1,4.6,NoRating,
牧師妻子的秘密生活,Secret Life Of The Pastor’s Wife,驚悚,美加,2024,丹尼J.博伊爾,"詹寧斯賴斯, 安德魯富茨, 邁克曼寧",https://hamivideo.hinet.net/product/311654.do?cs=2,4.0,86分鐘,tt32024054,NoRating,NoRating,NoRating,5.4,NoRating,
永遠的朋友：靈犬貝兒（法語）,"Belle and Sebastian, Friends for Life",家庭,法國,2018,克羅維斯柯尼拉克,"菲利克斯波舒埃, 傑奇卡尤, 克羅維斯柯尼拉克",https://hamivideo.hinet.net/product/72281.do?cs=2,4.5,91分鐘,tt6449336,NoRating,45%,7.4,6.3,NoRating,
激情獵物,Mercy,驚悚,美加,2000,達米安哈里斯,"艾倫芭金, 朱利安桑德斯, 溫蒂克勞森, 彼得威爾森, 凱倫楊",https://hamivideo.hinet.net/product/180219.do?cs=2,3.8,117分鐘,tt26439204,24%,82%,NoRating,4.5,NoRating,
兩隻老虎,Two Tigers,喜劇,其他,2019,李非,"葛優, 趙薇, 喬杉, 閆妮, 范偉",https://hamivideo.hinet.net/product/179838.do?cs=2,3.7,96分鐘,tt10333606,NoRating,NoRating,5.8,5.9,NoRating,
被遺忘的幸福,What They Had,劇情,美加,2018,伊莉莎白查姆柯,"希拉蕊史旺, 麥克夏儂, 勞勃佛斯特, 布萊絲丹娜",https://hamivideo.hinet.net/product/80476.do?cs=2,4.4,100分鐘,tt6662736,NoRating,78%,7.1,6.7,69/100,
絕命邊緣,Roadside,驚悚,美加,2013,埃里克英格蘭,"埃斯馬雷羅, 凱蒂斯特格曼, 傑克E.庫倫頓",https://hamivideo.hinet.net/product/308499.do?cs=2,2.0,80分鐘,tt9042080,50%,50%,6.5,5.9,NoRating,
殭屍真的好麻煩,The Coed and The Zombie Stoner,喜劇,美加,2014,葛蘭米勒,"明蒂羅賓森, 凱瑟琳安奈特, 潔咪諾伊爾",https://hamivideo.hinet.net/product/303316.do?cs=2,3.3,91分鐘,tt3608654,NoRating,21%,3.8,3.6,NoRating,
火花四濺,Lucky Heart,愛情,義大利,2024,荷姆斯卡瓦格尼尼,"維吉妮雅維格亞蒂, 班傑明史譚德, 艾麗諾里斯",https://hamivideo.hinet.net/product/285706.do?cs=2,4.6,90分鐘,tt31171189,NoRating,NoRating,NoRating,4.9,NoRating,
荒江女俠(邵氏經典),LADY OF STEEL,經典電影,香港,1970,何夢華,"鄭佩佩, 岳華, 黃宗迅, 房勉",https://hamivideo.hinet.net/product/294497.do?cs=2,4.0,87分鐘,,NoRating,NoRating,6,NoRating,NoRating,
選角進行式,Actress Audition,劇情,韓國,2021,李秀成,"韓政秀, 安慧京",https://hamivideo.hinet.net/product/307797.do?cs=2,2.0,85分鐘,,NoRating,86%,6.5,NoRating,NoRating,
浴血兄弟,Crown and Anchor,劇情,美加,2018,安德魯羅維,"邁克羅, 麥特威爾斯",https://hamivideo.hinet.net/product/246245.do?cs=2,3.0,121分鐘,tt5246902,100%,83%,4.2,4.5,18/100,
明太子夫婦：幸福奇蹟,Mentai-piriri,家庭,日本,2019,江口幹,"博多華丸, 富田靖子",https://hamivideo.hinet.net/product/123220.do?cs=2,4.1,114分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
湖畔的下午茶,Tea on the Beach,劇情,美加,2025,黛恩戴維斯,"皮爾西道爾頓, 馬克佛傑, 佩頓蜜雪兒愛德華茲, 胡安卡德納斯, 琪安娜桑切斯, 湯瑪斯D.馬哈德",https://hamivideo.hinet.net/product/307224.do?cs=2,3.0,91分鐘,tt27816012,NoRating,NoRating,NoRating,4.4,NoRating,
我想被高中女生殺死,To Be Killed by a High School Girl,驚悚,日本,2021,城定秀夫,"田中圭, 南沙良, 河合優實, 莉子, 茅島水樹, 細田佳央太, 大島優子",https://hamivideo.hinet.net/product/207578.do?cs=2,3.5,110分鐘,tt21439866,NoRating,NoRating,5.3,5.2,NoRating,
戰火赤子心,A Midnight Clear,劇情,美加,1992,基斯高登,"伊森霍克, 蓋瑞辛尼斯, 彼得柏格, 凱文狄倫, 艾瑞葛羅斯",https://hamivideo.hinet.net/product/203249.do?cs=2,4.0,108分鐘,tt0102443,88%,79%,7,7.1,NoRating,
恐怖夜：噩夢電台,A Night of Horror – Nightmare Radio,驚悚,其他,2022,"奧利佛帕克, 約書亞隆, 帕布羅派斯特","派翠西亞雅莉曼蒂, 大衛布林, 堤姆法利斯, 卡爾蘭德勒",https://hamivideo.hinet.net/product/195095.do?cs=2,3.7,104分鐘,tt10756374,43%,61%,5.9,5.0,NoRating,
戰火浮生錄(數位修復版),Bolero,劇情,法國,1981,克勞德雷路許,"羅伯特海珊, 妮可賈西亞, 潔拉汀卓別林",https://hamivideo.hinet.net/product/290559.do?cs=2,5.0,184分鐘,,0%,17%,NoRating,NoRating,NoRating,
請判我有罪,Sentence Me Guilty,劇情,其他,2015,孫亮,"吳鎮宇, 李昕芸, 戴立忍",https://hamivideo.hinet.net/product/46928.do?cs=2,2.5,106分鐘,,NoRating,NoRating,7.7,NoRating,NoRating,
充氣情人,The Inflatable Lover,驚悚,其他,2016,"彭凱, 劉昱臣","朱可兒, 章澤天, 王波文, 李翰臣, 鄒旭鋒",https://hamivideo.hinet.net/product/146388.do?cs=2,2.3,76分鐘,,28%,79%,3.4,NoRating,NoRating,
方世玉之人在江湖,Fong Sai Yuk,動作,其他,2018,栗心博,"冼色麗, 徐子力, 宋星翰",https://hamivideo.hinet.net/product/77823.do?cs=2,2.5,96分鐘,,89%,84%,NoRating,NoRating,NoRating,
天才樂手行不行,In Your Hands,劇情,法國,2019,盧杜維克貝納,"朱爾斯班切崔特, 藍柏威爾森, 克莉斯汀史考特湯瑪斯",https://hamivideo.hinet.net/product/82669.do?cs=2,3.8,105分鐘,tt6858020,NoRating,NoRating,6.1,6.4,NoRating,
東京日和,TOKYO BIYORI,劇情,日本,1997,竹中直人,"竹中直人, 中山美穗",https://hamivideo.hinet.net/product/315221.do?cs=2,3.7,121分鐘,tt0123302,71%,55%,8.1,6.8,NoRating,
相約在紐約,Meet Me in New York,愛情,美加,2022,阿德里安蘭利,"布魯克內文, 科里塞維爾, 莫莉劉易斯, 切爾西謬爾黑德, 瑪麗亞西吉安尼斯, 誇庫阿杜波庫",https://hamivideo.hinet.net/product/296793.do?cs=2,5.0,89分鐘,tt15343524,NoRating,NoRating,NoRating,5.9,NoRating,
帝王行動,Emperor,劇情,美加,2022,馬克艾明,"戴奧歐柯奈伊, 詹姆斯克隆威爾, 布魯斯鄧恩, 班羅伯森",https://hamivideo.hinet.net/product/189236.do?cs=2,4.6,98分鐘,tt8354752,60%,84%,NoRating,6.0,39/100,
喪屍病狂,The Cured,劇情,歐洲,2017,大衛弗瑞,"艾倫佩姬, 薩姆凱雷",https://hamivideo.hinet.net/product/65441.do?cs=2,3.6,95分鐘,tt3463106,70%,44%,5.7,5.6,57/100,
模特殺機,A Model Murder,驚悚,美加,2024,艾米巴雷特,"莎拉巴爾, 奥斯丁瓦利",https://hamivideo.hinet.net/product/299277.do?cs=2,4.6,85分鐘,tt31727167,NoRating,NoRating,NoRating,4.3,NoRating,
梟雄雙騎,,動作,其他,2019,張磊,"楊竣羽, 彭靜, 劉倬廷, 李岩, 陳佳佳",https://hamivideo.hinet.net/product/312238.do?cs=2,3.0,95分鐘,,NoRating,NoRating,NoRating,NoRating,NoRating,
生人勿進,The Guest Room,驚悚,義大利,2021,斯特凡諾洛多維奇,"圭多卡普里諾, 卡蜜拉菲莉普, 愛德瓦多佩謝",https://hamivideo.hinet.net/product/151554.do?cs=2,3.1,85分鐘,tt13315340,NoRating,NoRating,5.4,5.7,NoRating,
世界上最幸福的父女,The Blissful,家庭,法國,2020,史丹尼斯拉斯卡黑德馬爾貝格,"古格里蒙泰爾, 達芙妮希夏",https://hamivideo.hinet.net/product/274961.do?cs=2,4.4,84分鐘,tt29932389,NoRating,NoRating,NoRating,7.0,NoRating,
秘藥,Charlatan,劇情,歐洲,2020,阿格涅絲卡霍蘭,"約瑟夫托伊安, 伊萬托伊安, 尤萊易洛伊",https://hamivideo.hinet.net/product/157068.do?cs=2,3.9,117分鐘,tt6028620,87%,47%,7.5,6.8,66/100,
藥頭大媽,Mama Weed,喜劇,法國,2020,尚保羅沙洛梅,"伊莎貝雨蓓, 西波里特吉拉多特, 卡梅爾岡福德, 艾瑞絲布里, ",https://hamivideo.hinet.net/product/144632.do?cs=2,4.7,105分鐘,tt9288726,NoRating,NoRating,6.7,6.3,58/100,
大叔打零工,The Odd-Job Men,喜劇,西班牙,2021,妮絲貝尤斯,"穆罕默德梅拉里, 瓦雷洛艾斯科拉",https://hamivideo.hinet.net/product/274968.do?cs=2,4.2,82分鐘,tt9310606,NoRating,NoRating,NoRating,6.5,NoRating,
混世四猴：神猴歸來,The Monkey is back,動作,其他,2021,李偉基,"周柏豪, 柴蔚, 苑瓊丹, 張又瑋, 馬啟光",https://hamivideo.hinet.net/product/174150.do?cs=2,3.1,87分鐘,tt16118238,NoRating,NoRating,NoRating,5.7,NoRating,
舞力重擊2,High Strung Free Dance,劇情,美加,2020,麥可達米安,"湯瑪斯達赫蒂, 茱麗葉達赫蒂, 艾斯巴蒂",https://hamivideo.hinet.net/product/125527.do?cs=2,4.2,103分鐘,tt6428150,60%,83%,7.8,6.8,43/100,
85年的夏天,Summer of 85,愛情,法國,2021,佛杭蘇瓦歐容,"菲利克斯勒費弗爾, 班傑明瓦贊, 梅維爾波柏, 華薇莉泰德奇, 菲莉萍維芝",https://hamivideo.hinet.net/product/143347.do?cs=2,4.0,100分鐘,tt10457128,82%,80%,7.1,6.9,65/100,
八星抱喜,"All’s Well, End’s Well 2012",喜劇,香港,2012,"陳慶嘉, 秦小珍","甄子丹, 古天樂, 熊黛林, 楊冪, 黃百鳴, 陳慧琳, 吳君如, 杜汶澤",https://hamivideo.hinet.net/product/277104.do?cs=2,2.0,118分鐘,tt2051818,NoRating,26%,5,5.0,NoRating,
猛男俱樂部,Men at Work: Miami,喜劇,歐洲,2021,约翰尼延胡斯,"吉姆巴庫姆, 朱瓦韋斯滕多普, 艾娃范黛維潔德文, 馬利克穆罕默德",https://hamivideo.hinet.net/product/176692.do?cs=2,3.5,112分鐘,tt10375272,NoRating,NoRating,NoRating,5.0,NoRating,
大聖重生之鬥戰逆天,Revival of The Monkey King,劇情,其他,2020,"戰波, 張永生","董浩然, 鄭子好",https://hamivideo.hinet.net/product/169731.do?cs=2,3.7,81分鐘,,NoRating,85%,NoRating,NoRating,NoRating,
永生術,Arc,劇情,日本,2021,石川慶,"芳根京子, 寺島忍, 岡田將生, 風吹純, 小林薰",https://hamivideo.hinet.net/product/207575.do?cs=2,4.1,127分鐘,tt14663456,96%,98%,5.6,5.6,NoRating,
囧叔大翻身,Sink or Swim,喜劇,法國,2019,吉爾斯萊勞奇,"馬修亞瑪希, 吉翁卡列, 貝諾特波維德, 薇吉妮愛菲亞",https://hamivideo.hinet.net/product/92841.do?cs=2,4.2,121分鐘,tt7476116,81%,74%,7.4,6.9,47/100,
